"Merit No.","MHT-CET Score","Branch","Gender","Candidate Category","Seat Type","College Name","Application ID"
"5230","98.2312987","Civil Engineering","M","OPEN","^ GOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24272728"
"5377","98.1833299","Civil Engineering","M","OPEN","- GOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24294817"
"5387","98.1803901","Civil Engineering","M","SBC","~ GOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24112720"
"5395","98.1803901","Civil Engineering","M","OPEN","* ORPHAN","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24207033"
"5612","98.0971812","Civil Engineering","M","OBC","^ GOBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24166231"
"5793","98.0468750","Civil Engineering","M","NT 2 (NT-C)"," GNT2S","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24103422"
"5807","98.0461443","Civil Engineering","M","OBC","& GOBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24304552"
"6043","97.9709386","Civil Engineering","F","OPEN","^ LOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24217614"
"6097","97.9324454","Civil Engineering","M","OBC"," GOBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24150998"
"6591","97.7955014","Civil Engineering","M","SBC","- GOBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24242145"
"6660","97.7676159","Civil Engineering","M","OBC"," GOBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24183202"
"6860","97.7011494","Civil Engineering","F","OPEN","~ LOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24128412"
"7416","97.5434068","Civil Engineering","M","SBC$","~ GOBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24138185"
"7637","97.4556947","Civil Engineering","F","OPEN","- LOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24171688"
"7679","97.4483647","Civil Engineering","F","OBC","- LOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24236089"
"8528","97.1776516","Civil Engineering","M","SEBC"," GSEBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24202260"
"9037","97.0078544","Civil Engineering","F","OPEN","- LOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24143816"
"9254","96.9275653","Civil Engineering","F","OBC","- LOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24140328"
"9564","96.8268477","Civil Engineering","F","OPEN","^ LOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24187997"
"9648","96.7963079","Civil Engineering","F","SEBC$","- LSEBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24191772"
"9674","96.7953686","Civil Engineering","M","SEBC","* GSEBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24279789"
"9945","96.7460416","Civil Engineering","F","OBC","- LOBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24275178"
"10094","96.6592611","Civil Engineering","F","OBC","ALOBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24219920"
"10553","96.5185052","Civil Engineering","M","SEBC"," GSEBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24243445"
"10735","96.4249493","Civil Engineering","M","Open/DEF3","* DEFOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24100013"
"11621","96.1687682","Civil Engineering","M","SEBC$","* GSEBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24189017"
"11721","96.1463313","Civil Engineering","M","NT 1 (NT-B)"," GNT1S","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24241194"
"15950","94.6903844","Civil Engineering","M","SC","A GSCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24180399"
"16304","94.5895360","Civil Engineering","M","SC","- GSCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24111061"
"17123","94.3283712","Civil Engineering","M","SC"," GSCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24126909"
"17502","94.1728861","Civil Engineering","M","SC"," GSCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24100439"
"17748","94.0927042","Civil Engineering","M","SC","AGSCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24222114"
"18157","93.9721727","Civil Engineering","M","DT/VJ","AGVJS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24255678"
"18660","93.8339490","Civil Engineering","M","SC","AGSCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24298304"
"19151","93.6707809","Civil Engineering","M","DT/VJ","AGVJS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24217869"
"19410","93.5275353","Civil Engineering","F","SEBC","ALSEBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24123489"
"20164","93.2844613","Civil Engineering","F","NT 1 (NT-B)"," LNT1S","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24149263"
"22287","92.5934223","Civil Engineering","F","SC","ALSCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24224525"
"25120","91.6275203","Civil Engineering","F","SC","* LSCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24140924"
"25443","91.5400668","Civil Engineering","F","NT 3 (NT-D)","LNT3S","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24164554"
"26737","90.9923873","Civil Engineering","F","NT 2 (NT-C)/DEF1","DEFRNT2S","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24229280"
"28028","90.5913294","Civil Engineering","M","OBC/DEF1","~ DEFOBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24244851"
"39484","86.5601955","Civil Engineering","M","ST"," GSTS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24269133"
"44485","84.6402007","Civil Engineering","M","ST","- GSTS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24158445"
"47943","83.5369475","Civil Engineering","M","ST"," GSTS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24130149"
"69336","75.3516004","Civil Engineering","M","Open/PH1","~PWDOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24135733"
"77119","72.2338818","Civil Engineering","M","OBC/PH1","PWDOBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24129031"
"85998","68.2901694","Civil Engineering","F","ST","ALSTS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24177978"
"115494","53.7694785","Civil Engineering","M","OBC/PH1","& PWDROBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24310152"
"7585","97.4656463","Civil Engineering","M","OPEN"," EWS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24185107"
"8197","97.2769288","Civil Engineering","M","OPEN"," EWS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24206230"
"8660","97.1295005","Civil Engineering","M","OPEN","^EWS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24147558"
"8688","97.1289456","Civil Engineering","M","OPEN","EWS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24182462"
"9554","96.8268477","Civil Engineering","M","OPEN","~EWS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24137666"
"10527","96.5358932","Civil Engineering","M","OPEN","- EWS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24149455"
"3343","98.8315642","Civil Engineering","M","OPEN"," TFWS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24210359"
"6005","97.9793081","Civil Engineering","M","OPEN","- TFWS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24300122"
"6704","97.7560024","Civil Engineering","M","OPEN","* TFWS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24279780"
"5","100.0000000","Computer Engineering","F","OPEN","^ LOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24153437"
"8","100.0000000","Computer Engineering","F","OPEN"," LOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24232199"
"13","99.9959995","Computer Engineering","M","OPEN","^ GOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24142634"
"24","99.9917986","Computer Engineering","M","OPEN"," GOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24109852"
"29","99.9912945","Computer Engineering","M","OPEN","^ GOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24171047"
"31","99.9908830","Computer Engineering","M","OPEN"," GOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24121814"
"38","99.9874791","Computer Engineering","M","OPEN"," GOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24138682"
"39","99.9873225","Computer Engineering","M","DT/VJ"," GOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24137219"
"62","99.9791319","Computer Engineering","M","OPEN"," GOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24134837"
"67","99.9787902","Computer Engineering","M","OPEN","^ GOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24233815"
"73","99.9753957","Computer Engineering","M","OPEN"," GOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24129736"
"77","99.9738186","Computer Engineering","M","OPEN","^ GOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24147659"
"89","99.9709000","Computer Engineering","M","OPEN"," GOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24122610"
"90","99.9706179","Computer Engineering","M","OPEN","GOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24115851"
"91","99.9703063","Computer Engineering","M","OPEN"," GOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24112247"
"99","99.9660643","Computer Engineering","M","OPEN"," GOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24169899"
"106","99.9636275","Computer Engineering","M","OPEN"," GOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24128020"
"107","99.9629721","Computer Engineering","F","OBC"," LOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24179041"
"112","99.9619675","Computer Engineering","M","OPEN"," GOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24209100"
"139","99.9492901","Computer Engineering","F","OPEN","^ LOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24126573"
"141","99.9474620","Computer Engineering","F","OPEN"," LOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24122977"
"142","99.9459751","Computer Engineering","M","NT 2 (NT-C)","^ GNT2S","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24241543"
"152","99.9434206","Computer Engineering","F","OPEN"," LOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24118896"
"179","99.9327897","Computer Engineering","M","SEBC$"," GSEBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24123139"
"237","99.9053732","Computer Engineering","M","OBC"," GOBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24154400"
"242","99.9042713","Computer Engineering","M","OBC"," GOBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24192836"
"247","99.9034587","Computer Engineering","M","OBC"," GOBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24216120"
"268","99.8897090","Computer Engineering","M","NT 3 (NT-D)","AGNT3S","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24184479"
"269","99.8892807","Computer Engineering","F","OBC","^ LOBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24236607"
"334","99.8580968","Computer Engineering","M","OBC"," GOBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24189718"
"396","99.8330551","Computer Engineering","F","SEBC$","^ LSEBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24126512"
"437","99.8128319","Computer Engineering","M","SEBC$"," GSEBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24222074"
"450","99.8031658","Computer Engineering","M","SEBC$"," GSEBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24299166"
"501","99.7826622","Computer Engineering","F","OBC","ALOBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24215245"
"503","99.7819468","Computer Engineering","F","OBC","ALOBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24270963"
"634","99.7311587","Computer Engineering","M","Open/DEF1","^ DEFOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24236828"
"721","99.7002123","Computer Engineering","F","NT 2 (NT-C)"," LNT2S","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24200337"
"798","99.6793938","Computer Engineering","F","SEBC","^ LSEBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24287918"
"826","99.6633976","Computer Engineering","M","SEBC"," GSEBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24196434"
"1186","99.5340833","Computer Engineering","M","SC"," GSCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24258198"
"1205","99.5295277","Computer Engineering","M","OBC/DEF1","^ DEFROBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24174494"
"1214","99.5260861","Computer Engineering","M","SC","AGSCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24169862"
"1280","99.5013298","Computer Engineering","M","SC"," GSCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24120137"
"1294","99.4963062","Computer Engineering","F","SC","ALSCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24167676"
"1462","99.4384957","Computer Engineering","M","SC","AGSCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24233161"
