"Merit No.","MHT-CET Score","Branch","Gender","Candidate Category","Seat Type","College Name","Application ID"
"19012","93.7092583","Electronics Engineering","M","Open/PH1","~ PWDOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24101442"
"22702","92.4283175","Electronics Engineering","F","DT/VJ","-LVJS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24241310"
"23674","92.1092219","Electronics Engineering","M","ST","AGSTS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24109281"
"25018","91.6309281","Electronics Engineering","M","ST"," GSTS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24171940"
"28430","90.4629322","Electronics Engineering","M","ST$","- GSTS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24290920"
"50997","82.4751693","Electronics Engineering","F","ST","ALSTS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24142270"
"54832","81.0378274","Electronics Engineering","M","OPEN","- ORPHAN","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24180724"
"172081","9.8530334","Electronics Engineering","M","OBC/PH1","PWDOBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24267662"
"940","99.6169380","Electronics Engineering","M","OPEN","- EWS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24215749"
"1057","99.5799496","Electronics Engineering","M","OPEN"," EWS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24141940"
"1526","99.4188513","Electronics Engineering","M","OPEN","^EWS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24134638"
"1578","99.4085492","Electronics Engineering","F","OPEN","- EWS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24163324"
"1613","99.3949682","Electronics Engineering","M","OPEN"," EWS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24231883"
"1878","99.3101729","Electronics Engineering","M","OPEN","- EWS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24238256"
"435","99.8129987","Electronics Engineering","M","OPEN","TFWS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24109844"
"509","99.7811916","Electronics Engineering","M","OPEN","ATFWS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24100863"
"796","99.6799616","Electronics Engineering","M","OPEN","- TFWS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24303379"
"3039","98.9309246","Production Engineering [Sandwich]","M","OPEN"," GOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24111280"
"3131","98.9149865","Production Engineering [Sandwich]","M","OPEN","- GOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24234886"
"3245","98.8663859","Production Engineering [Sandwich]","M","OPEN","^ GOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24125724"
"4083","98.5893155","Production Engineering [Sandwich]","M","OPEN","~ GOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24239004"
"4323","98.5039894","Production Engineering [Sandwich]","M","OPEN","GOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24131848"
"4371","98.5032945","Production Engineering [Sandwich]","M","OPEN","- GOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24175168"
"4668","98.4160230","Production Engineering [Sandwich]","M","OPEN","GOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24131730"
"4773","98.3761174","Production Engineering [Sandwich]","F","OBC"," LOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24141710"
"4795","98.3636591","Production Engineering [Sandwich]","M","OPEN","^ GOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24238450"
"4803","98.3584300","Production Engineering [Sandwich]","M","OPEN","* GOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24119316"
"4846","98.3388982","Production Engineering [Sandwich]","M","OPEN","~ GOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24101966"
"4869","98.3335411","Production Engineering [Sandwich]","M","OPEN","GOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24107652"
"5083","98.2758621","Production Engineering [Sandwich]","M","OPEN"," GOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24114656"
"5256","98.2161896","Production Engineering [Sandwich]","M","OPEN","GOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24220913"
"5281","98.2117854","Production Engineering [Sandwich]","M","OPEN","- GOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24140528"
"5309","98.2020900","Production Engineering [Sandwich]","M","OPEN","^ ORPHAN","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24243536"
"5899","98.0105201","Production Engineering [Sandwich]","F","OPEN","- LOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24109115"
"5906","98.0105201","Production Engineering [Sandwich]","M","OBC"," GOBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24139005"
"6480","97.8297769","Production Engineering [Sandwich]","M","OBC","- GOBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24183543"
"6830","97.7044940","Production Engineering [Sandwich]","M","OBC","* PWDOBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24146327"
"7719","97.4418041","Production Engineering [Sandwich]","M","OBC","- GOBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24279730"
"8061","97.3175348","Production Engineering [Sandwich]","F","OPEN","~ LOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24102400"
"8350","97.2156659","Production Engineering [Sandwich]","M","OBC"," GOBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24180093"
"8756","97.0734376","Production Engineering [Sandwich]","F","OBC","^ LOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24175248"
"8798","97.0696299","Production Engineering [Sandwich]","F","OPEN","- LOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24129091"
"8911","97.0497898","Production Engineering [Sandwich]","M","OBC","- GOBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24181771"
"9114","96.9748411","Production Engineering [Sandwich]","F","OBC","- LOBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24260816"
"9590","96.8156011","Production Engineering [Sandwich]","M","OBC","* GOBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24137358"
"9663","96.7963079","Production Engineering [Sandwich]","F","OPEN","- LOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24220056"
"10303","96.6007314","Production Engineering [Sandwich]","F","OBC","- LOBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24135322"
"10612","96.5111495","Production Engineering [Sandwich]","M","SEBC","^ GSEBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24105179"
"11447","96.2109407","Production Engineering [Sandwich]","M","SEBC$","~ GSEBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24247621"
"11657","96.1675401","Production Engineering [Sandwich]","F","Open/DEF3","^ DEFOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24197794"
"11705","96.1568889","Production Engineering [Sandwich]","M","NT 2 (NT-C)"," GNT2S","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24109207"
"12498","95.8553634","Production Engineering [Sandwich]","F","OBC","- LOBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24270405"
"12660","95.8254736","Production Engineering [Sandwich]","M","SEBC$","- GSEBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24268719"
"14525","95.2044334","Production Engineering [Sandwich]","M","SEBC$"," GSEBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24251805"
"15441","94.8378933","Production Engineering [Sandwich]","M","NT 2 (NT-C)"," GNT2S","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24156555"
"16676","94.4663500","Production Engineering [Sandwich]","M","SEBC"," GSEBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24104300"
"17309","94.2401197","Production Engineering [Sandwich]","M","SC","A GSCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24138151"
"17692","94.1151780","Production Engineering [Sandwich]","M","NT 3 (NT-D)"," GNT3S","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24257780"
"17799","94.0878795","Production Engineering [Sandwich]","F","SEBC$","- LSEBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24130295"
"18349","93.9014758","Production Engineering [Sandwich]","M","SC","AGSCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24112859"
"19895","93.3794724","Production Engineering [Sandwich]","M","SC","~ GSCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24183566"
"20530","93.1559091","Production Engineering [Sandwich]","M","NT 1 (NT-B)","AGNT1S","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24217114"
"21831","92.7108008","Production Engineering [Sandwich]","M","SC"," GSCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24294400"
"25573","91.4391389","Production Engineering [Sandwich]","F","SC$","LSCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24141660"
"26248","91.2437024","Production Engineering [Sandwich]","M","SC"," GSCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24125315"
"26469","91.1978661","Production Engineering [Sandwich]","F","SC","-LSCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24124659"
"27329","90.8331157","Production Engineering [Sandwich]","M","SC","AGSCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24255460"
"29311","90.1066152","Production Engineering [Sandwich]","M","DT/VJ","AGVJS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24286461"
"31896","89.2602313","Production Engineering [Sandwich]","M","OBC/DEF1","- DEFROBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24163194"
"32374","89.0644285","Production Engineering [Sandwich]","M","DT/VJ","- GVJS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24236899"
"34044","88.5172385","Production Engineering [Sandwich]","F","ST","ALSTS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24104733"
"36230","87.6007466","Production Engineering [Sandwich]","M","OBC/DEF1","~ DEFOBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24216552"
"53828","81.3894523","Production Engineering [Sandwich]","M","Open/PH1","^ PWDOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24122611"
"54042","81.3738935","Production Engineering [Sandwich]","M","ST","- GSTS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24162350"
"69679","75.2159961","Production Engineering [Sandwich]","F","ST","ALSTS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24253717"
"73886","73.5848302","Production Engineering [Sandwich]","M","ST"," GSTS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24219860"
"80608","70.6178643","Production Engineering [Sandwich]","M","ST"," GSTS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24137233"
"12106","96.0030715","Production Engineering [Sandwich]","M","OPEN","- EWS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24174764"
"13058","95.6719533","Production Engineering [Sandwich]","M","OPEN","EWS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24148582"
"15605","94.8243232","Production Engineering [Sandwich]","M","OPEN","^EWS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24161962"
"16453","94.5541467","Production Engineering [Sandwich]","M","OPEN"," EWS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24167001"
"17324","94.2401197","Production Engineering [Sandwich]","F","OPEN","- EWS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24266765"
"17473","94.2061358","Production Engineering [Sandwich]","F","OPEN","EWS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24202124"
"7609","97.4604006","Production Engineering [Sandwich]","M","OPEN","& TFWS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24214347"
"9204","96.9431416","Production Engineering [Sandwich]","M","OPEN","TFWS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24113699"
"9818","96.7615880","Production Engineering [Sandwich]","M","OPEN","- TFWS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24153704"
"6861","97.7011494","Textile Technology","M","OPEN"," GOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24132857"
"6908","97.6997985","Textile Technology","M","OPEN","- GOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24230147"
"7320","97.5602732","Textile Technology","M","OPEN"," GOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24272637"
"7801","97.4012008","Textile Technology","M","OPEN","- GOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24100022"
"8283","97.2402198","Textile Technology","M","OPEN","^ GOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24100347"
"9314","96.9066937","Textile Technology","M","OPEN","- GOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24169310"
"9354","96.9031720","Textile Technology","M","OPEN","- GOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24125449"
"9409","96.8957779","Textile Technology","F","OPEN"," LOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24136566"
"9619","96.8058030","Textile Technology","M","OPEN","- GOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24124925"
"9859","96.7476097","Textile Technology","M","OBC"," PWDOBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24168786"
"9912","96.7466861","Textile Technology","M","OBC"," GOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24235854"
"10028","96.6898447","Textile Technology","M","OBC","* GOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24173347"
"10155","96.6402337","Textile Technology","M","OBC","- GOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24168925"
"10867","96.4106845","Textile Technology","F","OPEN","^ LOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24123605"
"10904","96.3915731","Textile Technology","F","OPEN"," LOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24115600"
"11021","96.3627546","Textile Technology","M","OBC","- GOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24111184"
"11186","96.3075569","Textile Technology","M","OBC","GOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24135421"
"11563","96.1824536","Textile Technology","M","OPEN","- GOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24235115"
"11600","96.1761249","Textile Technology","M","OPEN","- PWDOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24239569"
"11710","96.1568889","Textile Technology","F","OPEN","- LOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24122331"
"11719","96.1463313","Textile Technology","M","OBC","^ GOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24234973"
"11729","96.1463313","Textile Technology","M","OBC"," GOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24137582"
"11847","96.0995605","Textile Technology","F","OPEN","- LOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24235995"
"11908","96.0561858","Textile Technology","F","OPEN","@LOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24102004"
"12013","96.0264086","Textile Technology","M","OPEN","- ORPHAN","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24213461"
"12277","95.9509457","Textile Technology","M","OBC"," GOBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24162101"
"12534","95.8528758","Textile Technology","M","OBC","- GOBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24233827"
"13144","95.6491430","Textile Technology","M","OBC"," GOBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24179508"
"13418","95.5544287","Textile Technology","M","OBC","- GOBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24239639"
"13916","95.3887811","Textile Technology","F","OBC"," LOBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24169062"
"14578","95.1867816","Textile Technology","M","NT 1 (NT-B)","- GNT1S","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24256359"
"15271","94.9520217","Textile Technology","M","OBC","- GOBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24284808"
"15303","94.8964961","Textile Technology","M","OBC"," GOBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24204070"
"15457","94.8378933","Textile Technology","F","OBC","LOBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24178665"
"17923","94.0591659","Textile Technology","F","OBC","ALOBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24262951"
"18584","93.8492553","Textile Technology","M","Open/DEF3","- DEFOPENS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24178203"
"20737","93.0756257","Textile Technology","F","SEBC$","ALSEBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24304389"
"21961","92.7090329","Textile Technology","M","NT 2 (NT-C)","−GNT2S","VeermataJijabaiTechnologicalInstitute(VJTI),Matunga,Mumbai","EN24267959"
"22204","92.6335559","TextileTechnology","F","NT2(NT−C)","LNT2S","VeermataJijabaiTechnologicalInstitute(VJTI),Matunga,Mumbai","EN24174269"
"23537","92.1947909","TextileTechnology","M","SEBC"," GSEBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24227121"
"25801","91.3560438","Textile Technology","F","SEBC$"," LSEBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24328186"
"28069","90.5263600","Textile Technology","M","SEBC$/DEF1","GSEBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24298451"
"28433","90.4629322","Textile Technology","M","SEBC$","* GSEBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24106982"
"28665","90.3886926","Textile Technology","M","SC","- GSCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24131743"
"29272","90.1066152","Textile Technology","M","SC","A GSCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24258762"
"29312","90.1066152","Textile Technology","M","SEBC","* GSEBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24272416"
"29425","90.0772352","Textile Technology","M","SC","~ GSCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24235899"
"29552","90.0185936","Textile Technology","M","DT/VJ"," GVJS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24141692"
"30418","89.7787980","Textile Technology","M","SC","AGSCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24140747"
"33075","88.7794539","Textile Technology","F","SC","ALSCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24198731"
"33970","88.5539410","Textile Technology","F","NT 3 (NT-D)"," GNT3S","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24110163"
"34213","88.5013511","Textile Technology","F","SC","ALSCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24209537"
"37660","87.1564824","Textile Technology","F","SC","-LSCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24284320"
"42351","85.4383663","Textile Technology","F","DT/VJ/DEF1","-LVJS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24267438"
"46242","84.1907754","Textile Technology","M","SC/DEF1","^ DEFRSCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24177072"
"51808","82.1493863","Textile Technology","M","ST","& GSTS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24215502"
"77950","71.7166060","Textile Technology","M","OBC/DEF1"," DEFOBCS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24247718"
"109645","57.0470967","Textile Technology","F","ST"," GSTS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24158741"
"116734","52.9935209","Textile Technology","M","ST"," GSTS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24182967"
"177823","2.7203264","Textile Technology","F","ST","ALSTS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24269441"
"19630","93.4557596","Textile Technology","M","OPEN","- EWS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24211997"
"22865","92.3371011","Textile Technology","M","OPEN","- EWS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24126526"
"24973","91.6345444","Textile Technology","M","OPEN"," EWS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24128852"
"25496","91.5400668","Textile Technology","M","OPEN","- EWS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24216310"
"25564","91.4911730","Textile Technology","M","OPEN"," EWS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24111755"
"27940","90.6140311","Textile Technology","F","OPEN","& EWS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24324991"
"6567","97.7963272","Textile Technology","M","OBC","* TFWS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24180668"
"7056","97.6644641","Textile Technology","M","Open/DEF1","ATFWS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24211913"
"14601","95.1775609","Textile Technology","M","OPEN","^ TFWS","Veermata Jijabai Technological Institute (VJTI), Matunga, Mumbai","EN24196550"
"7181","97.6037124","Computer Science and Engineering","M","OPEN","^ GOPENH","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24184086"
"9758","96.7696160","Computer Science and Engineering","M","OPEN","- GOPENH","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24288516"
"16362","94.5726998","Computer Science and Engineering","M","OPEN","- GOPENH","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24265221"
"19157","93.6707809","Computer Science and Engineering","F","OPEN","- LOPENH","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24284480"
"19616","93.4764585","Computer Science and Engineering","F","OPEN","^ GOPENH","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24167160"
"21485","92.8488216","Computer Science and Engineering","M","OPEN","* GOPENH","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24121645"
"21718","92.7315754","Computer Science and Engineering","F","OPEN","* LOPENH","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24106780"
"23513","92.1947909","Computer Science and Engineering","M","OPEN"," GOPENH","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24259616"
"23549","92.1947909","Computer Science and Engineering","M","OPEN","- GOPENH","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24284766"
"24546","91.7946848","Computer Science and Engineering","F","OPEN","- LOPENH","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24149902"
"25371","91.5477593","Computer Science and Engineering","M","OPEN","- GOPENO","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24220189"
"28241","90.4876606","Computer Science and Engineering","M","OBC","& GOPENO","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24102444"
"37520","87.2784734","Computer Science and Engineering","F","SBC","* GOPENO","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24111247"
"38471","86.8553381","Computer Science and Engineering","F","OPEN","- LOPENO","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24178859"
"19577","93.4772066","Computer Science and Engineering","F","OPEN","* MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24134579"
"21797","92.7108008","Computer Science and Engineering","F","OPEN","- MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24217975"
"22705","92.4283175","Computer Science and Engineering","F","OPEN","- MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24175148"
"22778","92.4273158","Computer Science and Engineering","M","OPEN","- MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24187134"
"22814","92.4262209","Computer Science and Engineering","M","OPEN","AMI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24110880"
"25763","91.3560438","Computer Science and Engineering","M","OPEN","- MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24237279"
"26102","91.2732713","Computer Science and Engineering","M","OPEN","- MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24205795"
"27753","90.7095159","Computer Science and Engineering","M","OPEN","- MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24218584"
"34421","88.3567734","Computer Science and Engineering","M","OPEN","- MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24285625"
"34952","88.1366358","Computer Science and Engineering","M","OPEN","- MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24142338"
"36153","87.6637005","Computer Science and Engineering","F","OPEN","AMI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24137895"
"36539","87.5123219","Computer Science and Engineering","M","OPEN","- MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24104419"
"40017","86.2308451","Computer Science and Engineering","F","OPEN","- MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24235705"
"40371","86.1764583","Computer Science and Engineering","M","OPEN","AMI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24108689"
"45613","84.3369649","Computer Science and Engineering","F","OPEN","AMI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24142025"
"48879","83.1469549","Computer Science and Engineering","M","OPEN","- MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24113984"
"53685","81.3894523","Computer Science and Engineering","F","OPEN","- MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24215675"
"53698","81.3894523","Computer Science and Engineering","M","OPEN","AMI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24111204"
"55201","80.7858869","Computer Science and Engineering","M","OPEN","MI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24141022"
"55541","80.7413807","Computer Science and Engineering","F","OPEN","AMI","Svkms's Shri Bhagubhai Mafatfal Polytechnic & College of Engineering","EN24143545"
